Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign,LLMAssign-IPRAG,SAMCodeTLR
jabref,logic,src/main/java/org/jabref/model/openoffice/util/OOResult.java,model,model,83.54,non,80.00,model,model,non
jabref,logic,src/main/java/org/jabref/gui/specialfields/SpecialFieldValueViewModel.java,gui,gui,59.18,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/groups/UndoableAddOrRemoveGroup.java,gui,gui,69.11,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/preferences/customimporter/CustomImporterTabViewModel.java,gui,preferences,104.48,non,70.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/logic/importer/util/MediaTypes.java,non,non,2.59,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/integrity/CitationKeyChecker.java,non,non,2.55,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/identifier/EprintIdentifierEditorViewModel.java,gui,preferences,95.31,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/util/TaskExecutor.java,gui,gui,66.30,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/mods/Name.java,non,non,31.16,non,0.00,non,non,non
jabref,logic,src/main/java/org/jabref/preferences/GuiPreferences.java,preferences,preferences,83.49,non,80.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/gui/preferences/entryeditortabs/CustomEditorFieldsTabViewModel.java,gui,preferences,104.78,gui,85.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/gui/texparser/ParseLatexDialogViewModel.java,gui,gui,65.44,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/openoffice/OpenOfficeFileSearch.java,non,non,3.53,non,5.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/openoffice/uno/UnoUserDefinedProperty.java,model,model,80.21,model,95.00,model,model,non
jabref,logic,src/main/java/org/jabref/model/util/OptionalUtil.java,model,model,79.96,non,80.00,model,model,non
jabref,logic,src/main/java/org/jabref/gui/preferences/citationkeypattern/CitationKeyPatternTab.java,gui,preferences,88.37,gui,90.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/gui/texparser/ParseLatexDialogView.java,gui,gui,60.78,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/entryeditor/MathSciNetTab.java,gui,gui,67.65,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/OwnerEditorViewModel.java,gui,preferences,106.26,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/importer/actions/OpenDatabaseAction.java,gui,gui,60.41,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/layout/LayoutFormatterPreferences.java,non,non,11.06,preferences,90.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/gui/copyfiles/CopySingleFileAction.java,gui,gui,67.54,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/help/AboutDialogViewModel.java,gui,gui,68.47,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/model/database/KeyChangeListener.java,model,model,87.02,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/NormalizeNamesFormatter.java,non,non,3.22,non,10.00,non,logic,non
jabref,logic,src/main/java/org/jabref/logic/bibtex/BibEntryWriter.java,non,non,12.54,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/integrity/JournalInAbbreviationListChecker.java,non,non,9.26,preferences,89.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/pdf/search/EnglishStemAnalyzer.java,model,model,92.03,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/PdfVerbatimBibTextImporter.java,non,non,5.41,non,0.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/EntryTypeView.java,gui,preferences,96.23,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/citationstyle/CitationStyleOutputFormat.java,non,non,2.58,non,15.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/preferences/preview/PreviewTabViewModel.java,gui,preferences,61.65,preferences,85.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/logic/bibtex/comparator/PreambleDiff.java,non,non,3.72,non,30.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/openoffice/style/CitationMarkerEntry.java,model,model,93.91,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/PaginationEditorViewModel.java,gui,gui,62.58,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/citationstyle/CitationStyleCache.java,non,non,3.54,non,80.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/integrity/IntegrityCheckDialog.java,gui,gui,58.87,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/util/MetadataSerializationConfiguration.java,non,non,2.58,non,80.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/CoinsParser.java,non,non,9.72,non,20.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/autocompleter/AutoCompletePreferences.java,gui,gui,72.48,non,70.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/gui/libraryproperties/saving/SavingPropertiesView.java,gui,gui,62.88,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/model/openoffice/style/CitationMarkerNumericBibEntry.java,model,model,94.22,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/ScienceDirect.java,non,non,25.74,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/preferences/entryeditortabs/CustomEditorFieldsTab.java,gui,preferences,96.51,non,60.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/gui/desktop/JabRefDesktop.java,gui,gui,70.06,gui,85.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/icon/JabRefMaterialDesignIcon.java,gui,gui,61.55,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/DOABFetcher.java,non,non,7.73,non,30.00,non,non,non
jabref,logic,src/main/java/org/jabref/preferences/JabRefPreferences.java,preferences,preferences,102.82,non,0.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/model/entry/event/EntriesEventSource.java,model,model,95.96,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/gui/util/component/DiffHighlightingTextPane.java,gui,gui,65.35,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/undo/UndoRedoEvent.java,non,non,2.59,non,30.00,model,non,non
jabref,logic,src/main/java/org/jabref/gui/preferences/PreferencesFilterDialog.java,gui,preferences,94.75,non,50.00,preferences,gui,non
jabref,logic,src/main/java/org/jabref/gui/sidepane/SidePaneContentFactory.java,gui,preferences,108.46,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/model/entry/field/UnknownField.java,model,model,89.11,model,95.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/exporter/MSBibExporter.java,non,non,4.08,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/maintable/MainTable.java,gui,model,127.89,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/model/openoffice/uno/UnoNamed.java,model,model,88.43,model,90.00,non,model,non
jabref,logic,src/main/java/org/jabref/model/entry/ParsedEntryLink.java,model,model,89.77,model,95.00,model,model,non
jabref,logic,src/main/java/org/jabref/gui/shared/ConnectToSharedDatabaseCommand.java,gui,gui,64.66,non,80.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/errorconsole/LogEventViewModel.java,gui,gui,63.10,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/FieldRowViewModel.java,gui,gui,65.32,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/preferences/PreferenceTabViewModel.java,gui,preferences,101.00,non,55.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/logic/util/strings/QuotedStringTokenizer.java,non,non,2.54,non,70.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/cleanup/DoiCleanup.java,non,non,21.17,non,20.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/integrity/IntegrityCheck.java,non,non,3.49,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/search/SearchMatcher.java,model,model,94.43,model,90.00,model,model,non
jabref,logic,src/main/java/org/jabref/model/search/rules/SearchRule.java,model,model,93.51,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/layout/format/AuthorFirstLastCommas.java,non,non,2.59,non,5.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/openoffice/style/CitationMarkerNormEntry.java,model,model,94.22,model,90.00,model,model,non
jabref,logic,src/main/java/org/jabref/gui/edit/automaticfiededitor/LastAutomaticFieldEditorEdit.java,gui,gui,63.70,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/layout/format/JournalAbbreviator.java,non,non,2.58,non,0.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/integrity/BibStringChecker.java,non,non,2.55,non,40.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/database/KeyCollisionException.java,model,model,93.80,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/layout/format/GetOpenOfficeType.java,non,non,2.80,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/bibtex/comparator/IdComparator.java,non,non,3.41,non,30.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/texparser/Citation.java,model,model,83.33,model,90.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/net/ssl/SSLPreferences.java,non,non,2.59,non,80.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/model/entry/field/FieldProperty.java,model,model,93.23,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/layout/format/XMLChars.java,non,non,34.97,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/ThreeWayMergeViewModel.java,gui,gui,70.43,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/desktop/os/Linux.java,gui,preferences,63.47,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/search/SearchResultsTableDataModel.java,gui,gui,62.55,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/mergeentries/MultiMergeEntriesView.java,gui,preferences,86.60,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/util/io/FileUtil.java,non,non,13.92,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/mods/package-info.java,non,non,32.27,non,0.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/openoffice/style/CompareCitedKey.java,model,model,89.46,model,95.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/msbib/PageNumbers.java,non,non,22.45,non,40.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/util/BaseDialog.java,gui,gui,65.26,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/edit/ReplaceStringView.java,gui,gui,61.88,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/xmp/DublinCoreExtractor.java,non,non,14.46,non,20.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/maintable/OpenFolderAction.java,gui,gui,70.56,gui,85.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/actions/JabRefAction.java,gui,gui,59.41,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/exporter/BibDatabaseWriter.java,non,preferences,94.75,non,15.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/maintable/MainTableDataModel.java,gui,gui,59.86,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/bibtex/comparator/BibStringDiff.java,non,non,15.52,non,60.00,model,non,non
jabref,logic,src/main/java/org/jabref/gui/search/rules/describer/SearchDescriber.java,gui,gui,65.18,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/autocompleter/PersonNameStringConverter.java,gui,preferences,100.06,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/auxparser/AuxParserResult.java,non,non,2.56,non,70.00,model,non,non
jabref,logic,src/main/java/org/jabref/logic/exporter/BlankLineBehaviour.java,non,non,2.60,non,30.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/LibraryOfCongress.java,non,non,2.57,non,10.00,non,logic,non
jabref,logic,src/main/java/org/jabref/gui/actions/ActionHelper.java,gui,gui,67.49,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/preferences/ImportExportPreferences.java,preferences,preferences,90.90,preferences,90.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/gui/collab/stringchange/BibTexStringChange.java,gui,gui,63.13,non,60.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/util/comparator/NumericFieldComparator.java,gui,gui,62.23,non,80.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/preferences/customentrytypes/CustomEntryTypeViewModel.java,gui,preferences,100.53,gui,90.00,preferences,gui,non
jabref,logic,src/main/java/org/jabref/gui/icon/IconTheme.java,gui,gui,54.40,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/externalfiles/DownloadFullTextAction.java,gui,preferences,101.85,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/KeywordsEditor.java,gui,preferences,99.73,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/autocompleter/WordSuggestionProvider.java,gui,gui,64.30,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/shared/SharedDatabaseLoginDialogViewModel.java,gui,gui,67.17,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/formatter/minifier/MinifyNameListFormatter.java,non,non,23.70,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/contextmenu/ProtectedTermsMenu.java,gui,gui,58.86,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/UrlEditor.java,gui,preferences,93.78,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/importer/OutputPrinter.java,non,non,2.59,non,35.00,non,gui,non
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/MedlineFetcher.java,non,non,9.70,non,0.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/dialogs/AutosaveUiManager.java,gui,gui,64.15,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/preferences/externalfiletypes/ExternalFileTypesTab.java,gui,preferences,84.92,non,60.00,preferences,gui,non
jabref,logic,src/main/java/org/jabref/gui/JabRefFrame.java,gui,gui,54.55,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/util/RecursiveTreeItem.java,gui,gui,67.87,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/autocompleter/AutoCompleteFirstNameMode.java,gui,gui,64.87,gui,85.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/xmp/XmpPreferences.java,non,non,2.56,preferences,90.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/gui/collab/stringchange/BibTexStringChangeDetailsView.java,gui,gui,64.26,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/model/util/TreeCollector.java,model,model,109.08,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/l10n/Localization.java,non,non,10.13,non,80.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/libraryproperties/PropertiesTabViewModel.java,gui,gui,65.40,gui,90.00,preferences,gui,non
jabref,logic,src/main/java/org/jabref/gui/help/AboutAction.java,gui,gui,64.66,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/cleanup/UpgradePdfPsToFileCleanup.java,non,non,3.28,non,40.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/cell/FieldValueCell.java,gui,gui,61.19,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/layout/format/FormatPagesForXML.java,non,non,2.59,non,0.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/importer/IdFetcher.java,non,non,2.59,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/git/GitHandler.java,non,non,36.43,non,30.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/integrity/EntryChecker.java,non,non,2.60,non,30.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/exporter/ModsExporter.java,non,non,36.49,non,20.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/autocompleter/StringSuggestionProvider.java,gui,gui,64.10,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/linkedfile/LinkedFilesEditDialogViewModel.java,gui,gui,66.37,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/crawler/Crawler.java,non,non,35.75,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/search/rules/describer/SearchDescribers.java,gui,gui,63.13,non,80.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/collab/entrychange/EntryChange.java,gui,gui,61.88,non,80.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/edit/automaticfiededitor/copyormovecontent/CopyOrMoveFieldContentTabView.java,gui,gui,59.69,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/theme/ThemeManager.java,gui,gui,62.14,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/bibtex/FileFieldWriter.java,non,non,2.53,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/database/event/AutosaveEvent.java,model,model,97.50,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/gui/mergeentries/MergeEntriesDialog.java,gui,gui,62.06,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/CrossRef.java,non,non,14.81,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/openoffice/backend/NamedRangeManagerReferenceMark.java,non,non,2.56,non,0.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/cleanup/MoveFilesCleanup.java,non,non,3.54,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/texparser/DefaultLatexParser.java,non,non,34.06,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/push/PushToEmacs.java,gui,preferences,81.57,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/diffhighlighter/SplitDiffHighlighter.java,gui,gui,58.86,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/NormalizeEnDashesFormatter.java,non,non,37.56,non,5.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/commonfxcontrols/CitationKeyPatternPanelViewModel.java,gui,gui,69.63,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/push/PushToApplicationCommand.java,gui,gui,67.87,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/importer/IdParserFetcher.java,non,non,2.51,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/search/SearchResultsTable.java,gui,model,92.48,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/model/groups/WordKeywordGroup.java,model,model,75.20,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/exporter/OOCalcDatabase.java,non,non,26.29,non,0.00,non,logic,non
jabref,logic,src/main/java/org/jabref/logic/importer/ImportFormatPreferences.java,non,non,2.59,non,80.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/logic/openoffice/NoDocumentFoundException.java,non,non,2.59,non,20.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/auximport/FromAuxDialog.java,gui,preferences,88.37,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/model/entry/AuthorList.java,model,model,72.82,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/layout/format/ToLowerCase.java,non,non,2.59,non,0.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/study/StudyDatabase.java,model,model,88.77,model,95.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/importer/Importer.java,non,non,5.73,non,30.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/bibtex/comparator/EntryComparator.java,non,non,3.59,non,0.00,non,model,non
jabref,logic,src/main/java/org/jabref/logic/msbib/MSBibEntry.java,non,non,24.48,non,0.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/ModsImporter.java,non,non,21.35,non,15.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/layout/format/CreateBibORDFAuthors.java,non,non,2.52,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/transformers/ZbMathQueryTransformer.java,non,non,3.19,non,0.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/actions/StandardActions.java,gui,cli,64.41,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/shared/event/ConnectionLostEvent.java,non,non,4.43,model,90.00,model,non,non
jabref,logic,src/main/java/org/jabref/gui/preferences/keybindings/presets/NewEntryBindingPreset.java,gui,preferences,91.63,non,80.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/gui/undo/UndoableRemoveEntries.java,gui,gui,80.26,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/integrity/IntegrityMessage.java,non,non,3.69,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/util/MultiKeyMap.java,model,model,88.43,model,90.00,model,model,non
jabref,logic,src/main/java/org/jabref/model/texparser/LatexParserResult.java,model,model,83.79,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/gui/keyboard/KeyBinding.java,gui,gui,52.61,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/CollectionOfComputerScienceBibliographiesFetcher.java,non,non,4.05,non,0.00,non,logic,non
jabref,logic,src/main/java/org/jabref/gui/specialfields/SpecialFieldMenuItemFactory.java,gui,gui,69.31,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/collab/entrychange/EntryWithPreviewAndSourceDetailsView.java,gui,gui,64.61,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/importer/AuthorListParser.java,non,non,11.33,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/desktop/os/NativeDesktop.java,gui,gui,66.90,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/layout/format/RemoveWhitespace.java,non,non,2.57,non,5.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/maintable/CellFactory.java,gui,gui,72.02,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/model/entry/types/BiblatexApaEntryType.java,model,model,90.89,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/model/entry/field/InternalField.java,model,model,88.61,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/logic/importer/fetcher/GvkFetcher.java,non,non,2.54,non,20.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/layout/format/ReplaceWithEscapedDoubleQuotes.java,non,non,2.58,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/model/database/BibDatabaseContext.java,model,preferences,101.13,model,95.00,model,model,non
jabref,logic,src/main/java/org/jabref/gui/preferences/customimporter/CustomImporterTab.java,gui,preferences,93.20,non,65.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/logic/layout/LayoutFormatterBasedFormatter.java,non,non,2.57,non,5.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/autocompleter/AutoCompletionStrategy.java,gui,gui,65.40,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/JournalEditorViewModel.java,gui,gui,74.00,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/util/DefaultFileUpdateMonitor.java,gui,gui,68.66,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/util/io/XMLUtil.java,non,model,64.26,non,30.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/autocompleter/AppendWordsStrategy.java,gui,gui,63.51,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/edit/automaticfiededitor/AutomaticFieldEditorViewModel.java,gui,gui,63.32,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/texparser/CitationsDisplay.java,gui,gui,68.06,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/model/entry/field/BiblatexApaField.java,model,model,86.00,model,100.00,model,model,non
jabref,logic,src/main/java/org/jabref/gui/documentviewer/ShowDocumentViewerAction.java,gui,preferences,99.95,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/push/PushToApplication.java,gui,gui,64.45,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/sidepane/GroupsSidePaneComponent.java,gui,gui,63.49,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/journals/JournalAbbreviationLoader.java,non,non,4.33,non,30.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/openoffice/frontend/RangeForOverlapCheck.java,non,non,2.56,non,0.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/mergeentries/newmergedialog/fieldsmerger/FileMerger.java,gui,gui,63.32,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/preferences/TelemetryPreferences.java,preferences,preferences,100.25,non,80.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/gui/BasePanelMode.java,gui,gui,65.51,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/bibtex/comparator/BibtexStringComparator.java,non,non,2.54,non,70.00,non,model,non
jabref,logic,src/main/java/org/jabref/logic/formatter/bibtexfields/RegexFormatter.java,non,non,5.06,non,30.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/xmp/EncryptedPdfsNotSupportedException.java,non,non,2.60,non,10.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/importer/fileformat/BibtexParser.java,non,non,8.29,non,40.00,non,model,non
jabref,logic,src/main/java/org/jabref/logic/openoffice/style/OOBibStyle.java,non,non,38.49,non,30.00,non,non,non
jabref,logic,src/main/java/org/jabref/logic/integrity/NoBibtexFieldChecker.java,non,non,31.30,non,5.00,model,non,non
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/contextmenu/DefaultMenu.java,gui,gui,69.64,gui,100.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/maintable/MainTableFieldValueFormatter.java,gui,gui,70.96,gui,95.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/logic/integrity/FieldCheckers.java,non,non,12.98,non,10.00,preferences,non,non
jabref,logic,src/main/java/org/jabref/gui/preferences/protectedterms/ProtectedTermsTabViewModel.java,gui,preferences,104.13,preferences,90.00,preferences,preferences,non
jabref,logic,src/main/java/org/jabref/logic/integrity/HowPublishedChecker.java,non,non,3.57,non,5.00,non,non,non
jabref,logic,src/main/java/org/jabref/gui/externalfiles/ImportFilesResultItemViewModel.java,gui,gui,72.51,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/fieldeditors/FieldEditors.java,gui,preferences,106.98,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/undo/UndoableChangeType.java,gui,gui,62.23,gui,90.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/help/NewVersionDialog.java,gui,gui,65.05,non,0.00,gui,gui,non
jabref,logic,src/main/java/org/jabref/gui/undo/UndoableInsertString.java,gui,gui,64.19,gui,90.00,gui,gui,non
