Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign,LLMAssign-IPRAG,SAMCodeTLR
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ImageSlidesGenerationService.java,non,non-None,84.89,non-None,90.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageConverter.java,non,non-None,84.12,non-None,90.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/HeartbeatThread.java,non-None,non-None,96.24,non-None,99.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/GetUsersCommand.java,non-None,non-None,106.46,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bigbluebutton-web/pres-checker/src/main/java/org/bigbluebutton/prescheck/Main.java,non-None,non,47.03,non-None,95.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/Office2PdfPageConverter.java,non,non-None,92.44,non-None,90.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedDocumentFilter.java,non,non-None,87.59,non,75.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMemberFlags.java,non-None,non-None,107.09,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/UnknownConferenceEvent.java,non-None,non-None,102.53,non-None,90.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageDownscaler.java,non,non-None,85.04,non,10.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionRequestReceived.java,non,non-None,82.68,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierWrapper.java,non-None,non,59.02,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundPipelineFactory.java,non-None,non-None,100.1,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/EjectUserCommand.java,non-None,non-None,105.37,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceStartRecordingEvent.java,non-None,non-None,100.17,non-None,92.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageConversionStarted.java,non,non-None,82.67,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/MimeTypeUtils.java,non,non-None,85.98,non-None,90.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslHeaders.java,non-None,non-None,121.28,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java,non-None,non-None,87.69,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/BigPdfException.java,non,non-None,81.0,non-None,95.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/CommandResponse.java,non-None,non-None,107.08,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java,non-None,non-None,94.59,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeToPdfConversionService.java,non,non-None,88.77,non,15.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/RecordCommand.java,non-None,non-None,106.46,non,80.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java,non-None,non-None,103.84,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfSlidesGenerationService.java,non,non-None,81.64,non,10.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AbstractCommandHandler.java,non,non-None,83.36,non-None,90.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/EslEventListener.java,non-None,non-None,94.81,non-None,99.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageReceiver.java,non,non,48.17,non,0.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/Client.java,non-None,non-None,91.33,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/internal/ManagerConnectionImpl.java,non-None,non-None,102.35,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Util.java,non,non-None,88.51,non-None,90.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/AbstractOutboundClientHandler.java,non-None,non-None,112.59,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/OfficeToPdfConversionSuccessFilter.java,non,non-None,84.73,non-None,90.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountExceeded.java,non,non-None,82.66,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/IEslProtocolListener.java,non-None,non-None,110.6,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/UploadFileTimedoutMessage.java,non,non-None,83.87,non-None,90.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/DefaultManagerConnection.java,non-None,non-None,87.1,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/StopSoundCommand.java,non-None,non-None,111.09,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationConversionCompletionService.java,non,non-None,92.79,non,60.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfFontType3DetectorHandler.java,non,non-None,83.24,non-None,95.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageAnalyser.java,non,non-None,83.68,non-None,90.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/Keys.java,non,non,45.28,non,0.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageToSend.java,non,non,42.18,non,0.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/HoldUserCommand.java,non-None,non-None,110.85,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SvgImageCreatorImp.java,non,non-None,91.63,non,0.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java,non-None,non-None,92.25,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AddNamespaceToSvgHandler.java,non,non-None,82.64,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ExecutionHandler.java,non-None,non-None,92.51,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountFailed.java,non,non-None,82.73,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageExtractor.java,non,non-None,84.07,non,75.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageCounter.java,non,non-None,83.76,non-None,85.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslMessage.java,non-None,non-None,98.15,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageDistributor.java,non,non,46.2,non,0.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageHandler.java,non,non,42.25,non,5.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConfMember.java,non-None,non-None,100.4,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLockedEvent.java,non-None,non-None,102.54,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Png2SvgConversionHandler.java,non,non-None,82.64,non-None,90.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator2.java,non,non-None,85.93,non-None,90.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/TransferUserToMeetingCommand.java,non-None,non-None,109.15,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfPageCounterHandler.java,non,non-None,83.59,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageGeneratedProgress.java,non,non-None,82.61,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationFileProcessor.java,non,non-None,92.09,non-None,85.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCompletedProgress.java,non,non-None,82.66,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ThumbnailCreator.java,non,non-None,83.62,non,10.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Page.java,non,non-None,80.55,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/IEslEventListener.java,non-None,non-None,103.55,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPathIterator.java,non-None,non,51.83,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java,non-None,non-None,88.12,non-None,99.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundConnectionFailure.java,non-None,non-None,101.11,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PdfConversionInvalid.java,non,non-None,82.68,non-None,90.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/FileTypeConstants.java,non,non-None,86.55,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/RedisStorageService.java,non,non,51.91,non,0.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java,non-None,non-None,87.88,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionProgress.java,non,non-None,82.73,non-None,90.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/RecordConferenceCommand.java,non-None,non-None,111.23,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ConferenceCheckRecordCommand.java,non-None,non-None,101.98,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator.java,non,non-None,89.56,non-None,90.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/IVoiceConferenceService.java,non-None,non-None,97.47,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocInvalidMimeType.java,non,non-None,82.68,non-None,90.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchStatusReplyEvent.java,non-None,non-None,100.74,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageExtractorImp.java,non,non-None,83.79,non,0.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PngCreatorImp.java,non,non-None,92.26,non,15.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java,non-None,non-None,95.01,non-None,90.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConfRecording.java,non-None,non-None,101.92,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserJoinedEvent.java,non-None,non-None,99.06,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Office2PdfConverterHandler.java,non,non-None,82.64,non-None,100.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/EjectUserCommand.java,non-None,non-None,109.26,non-None,82.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/IDelayedCommandListener.java,non-None,non-None,109.23,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetUsersStatusCommand.java,non-None,non-None,103.22,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningEvent.java,non-None,non-None,101.92,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathData.java,non-None,non,63.53,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/ReceivedMessage.java,non,non,42.13,non,0.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/CountingPageException.java,non,non,79.89,non-None,90.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserTalkingEvent.java,non-None,non-None,102.54,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/HeaderParser.java,non-None,non-None,87.97,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserMutedEvent.java,non-None,non-None,102.54,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/DelayedCommandSenderService.java,non-None,non-None,105.36,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ESLEventListener.java,non-None,non-None,89.61,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEventHeaderNames.java,non-None,non-None,116.26,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageCounter.java,non,non-None,85.71,non,10.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/FreeswitchApplication.java,non-None,non-None,92.48,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionMessageConstants.java,non,non-None,81.83,non-None,90.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/AudioFloorChangedEvent.java,non-None,non-None,101.45,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ForceEjectUserCommand.java,non-None,non-None,113.96,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUsersStatusEvent.java,non-None,non-None,100.31,non-None,99.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchHeartbeatEvent.java,non-None,non-None,101.62,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/MuteUserCommand.java,non-None,non-None,110.85,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/ConferenceServerListener.java,non-None,non-None,102.45,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PageConvertProgressMessage.java,non,non-None,81.8,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLeftEvent.java,non-None,non-None,103.3,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageSender.java,non,non,47.49,non,0.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PngCreator.java,non,non-None,83.62,non,35.0,non,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java,non-None,non-None,103.72,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/AbstractEslClientHandler.java,non-None,non-None,87.78,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageToConvert.java,non,non-None,84.34,non,0.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/CheckFreeswitchStatusCommand.java,non-None,non-None,110.3,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationToConvert.java,non,non-None,80.01,non-None,85.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/ReceivedMessageHandler.java,non,non,48.11,non,0.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Geom.java,non-None,non,55.0,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java,non-None,non-None,91.98,non-None,100.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConferenceEvent.java,non-None,non-None,102.38,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ChannelEventRunnable.java,non-None,non-None,97.05,non-None,99.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/ExampleClient.java,non-None,non-None,105.46,non-None,99.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/SendMsg.java,non-None,non-None,104.79,non-None,99.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java,non-None,non-None,87.79,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/BroadcastConferenceCommand.java,non-None,non-None,111.23,non-None,85.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageCounterService.java,non,non-None,80.65,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Shapes.java,non-None,non,61.61,non-None,95.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPath.java,non-None,non,58.84,non-None,99.0,non-None,non-None,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ThumbnailCreatorImp.java,non,non-None,90.6,non,10.0,non,non,non
bigbluebutton,Presentation Conversion__Redis DB__Redis PubSub,bbb-common-web/src/main/java/org/bigbluebutton/presentation/GeneratedSlidesInfoHelper.java,non,non-None,80.1,non-None,90.0,non-None,non-None,non
